images/textures/misc/pumpkinblur.png,0,0,0,0,0,0
images/textures/misc/unknown_server.png,116,116,116,0,0,116
images/textures/misc/forcefield.png,88,88,88,0,0,88
images/textures/misc/vignette.png,61,61,61,0,0,61
images/textures/misc/spyglass_scope.png,117,131,145,78,118,158
images/textures/misc/unknown_pack.png,113,113,113,53,7,114
images/textures/misc/underwater.png,42,94,255,113,213,255
images/textures/misc/powder_snow_outline.png,24,42,46,18,23,46
images/textures/misc/shadow.png,0,0,0,0,0,0
images/textures/misc/white.png,255,255,255,0,0,255
images/textures/misc/nausea.png,141,141,141,0,0,141
images/textures/misc/enchanted_item_glint.png,89,42,143,134,181,143
images/textures/entity/wandering_trader.png,42,37,37,28,72,56
images/textures/entity/dolphin.png,220,226,233,40,18,233
images/textures/entity/snow_golem.png,112,115,113,22,9,116
images/textures/entity/beacon_beam.png,190,210,208,88,25,210
images/textures/entity/guardian.png,154,169,160,36,47,172
images/textures/entity/chicken.png,56,51,49,1,8,56
images/textures/entity/endermite.png,12,9,15,28,24,16
images/textures/entity/trident_riptide.png,248,252,252,14,4,252
images/textures/entity/enchanting_table_book.png,54,45,31,6,34,54
images/textures/entity/witch.png,22,18,20,18,33,24
images/textures/entity/shield_base.png,34,33,31,10,9,34
images/textures/entity/steve.png,26,35,40,23,67,49
images/textures/entity/guardian_elder.png,177,181,173,20,30,184
images/textures/entity/alex.png,92,82,59,14,68,102
images/textures/entity/spider_eyes.png,2,0,0,0,2,2
images/textures/entity/elytra.png,10,11,13,11,6,13
images/textures/entity/silverfish.png,34,38,44,16,21,45
images/textures/entity/trident.png,86,98,95,17,19,98
images/textures/entity/minecart.png,55,58,60,53,10,60
images/textures/entity/fishing_hook.png,25,18,18,0,10,25
images/textures/entity/lead_knot.png,50,41,29,6,41,50
images/textures/entity/blaze.png,44,32,8,4,50,44
images/textures/entity/phantom.png,33,33,36,15,18,38
images/textures/entity/experience_orb.png,103,99,99,0,4,103
images/textures/entity/bat.png,14,11,6,4,31,14
images/textures/entity/guardian_beam.png,157,157,157,0,0,157
images/textures/entity/banner_base.png,110,108,104,2,16,110
images/textures/entity/end_portal.png,3,3,3,0,0,3
images/textures/entity/phantom_eyes.png,0,0,0,0,0,0
images/textures/entity/end_gateway_beam.png,175,198,196,88,30,198
images/textures/entity/shield_base_nopattern.png,27,25,22,11,17,28
images/textures/entity/cat/british_shorthair.png,74,74,71,30,8,75
images/textures/entity/cat/all_black.png,24,22,24,49,48,28
images/textures/entity/cat/jellie.png,76,75,72,12,8,76
images/textures/entity/cat/siamese.png,122,115,103,19,34,123
images/textures/entity/cat/black.png,82,79,76,50,44,86
images/textures/entity/cat/persian.png,106,92,71,12,42,107
images/textures/entity/cat/ragdoll.png,97,93,87,10,17,98
images/textures/entity/cat/ocelot.png,89,74,42,8,51,89
images/textures/entity/cat/tabby.png,85,73,61,12,48,85
images/textures/entity/cat/cat_collar.png,2,2,2,0,0,2
images/textures/entity/cat/white.png,104,103,101,39,8,105
images/textures/entity/cat/red.png,219,194,149,37,86,222
images/textures/entity/cat/calico.png,221,213,202,20,27,222
images/textures/entity/creeper/creeper_armor.png,12,36,60,32,68,60
images/textures/entity/creeper/creeper.png,44,76,41,23,51,76
images/textures/entity/shield/gradient.png,12,12,12,0,0,12
images/textures/entity/shield/border.png,12,12,12,0,0,12
images/textures/entity/shield/triangle_bottom.png,12,12,12,0,0,12
images/textures/entity/shield/skull.png,12,12,12,0,0,12
images/textures/entity/shield/stripe_left.png,12,12,12,0,0,12
images/textures/entity/shield/half_horizontal_bottom.png,12,12,12,0,0,12
images/textures/entity/shield/bricks.png,12,12,12,0,0,12
images/textures/entity/shield/small_stripes.png,12,12,12,0,0,12
images/textures/entity/shield/stripe_bottom.png,12,12,12,0,0,12
images/textures/entity/shield/curly_border.png,12,12,12,0,0,12
images/textures/entity/shield/square_top_left.png,12,12,12,0,0,12
images/textures/entity/shield/square_bottom_right.png,12,12,12,0,0,12
